nomor_laporan,tanggal_kejadian,tanggal_laporan,jenis_kejahatan,sub_jenis,modus_operandi,platform,provinsi,kota_kabupaten,latitude,longitude,usia_korban,jenis_kelamin_korban,pekerjaan_korban,pendidikan_korban,estimasi_kerugian,jumlah_korban,tingkat_keparahan,status_kasus,tersangka_teridentifikasi,sumber_data,keterangan
LP/2021/0411/SBR,2021-08-04,2021-08-19,Penipuan Online,Skema Ponzi,Phishing,Facebook,Sulawesi Selatan,,-5.168899,119.40192,39,L,Profesional,D3,42288467,6,sedang,dalam_penyelidikan,0,Inisiatif Polri,
LP/2021/0412/SBR,2021-08-05,2021-09-02,Hoaks/Disinformasi,Hoaks Kesehatan,Manipulasi Foto,Telepon,Bali,,-8.386042,115.218497,27,P,Pelajar,SMP,307645,93,rendah,p21,1,Patroli Siber,
LP/2021/0413/SBR,2021-07-16,2021-07-25,Penipuan Online,Investasi Bodong,Fake Marketplace,Email,Jawa Tengah,,-6.980996,110.382561,49,L,Wiraswasta,S2,16251719,4,sedang,dalam_penyelidikan,0,Laporan Masyarakat,
LP/2021/0414/SBR,2021-06-26,2021-07-07,Akses Ilegal,Brute Force,Brute Force,WhatsApp,Jawa Tengah,,-6.924037,110.410483,46,P,Wiraswasta,SMP,11264794,9,sedang,selesai,0,Laporan Masyarakat,
LP/2021/0415/SBR,2021-02-06,2021-02-26,Hoaks/Disinformasi,Hoaks Politik,Manipulasi Foto,Email,DKI Jakarta,,-6.187984,106.871796,48,P,Wiraswasta,SMA,123794,27,sedang,p21,1,Patroli Siber,
LP/2021/0416/SBR,2021-07-25,2021-08-18,Penipuan Online,Skema Ponzi,Fake Marketplace,Email,Jawa Barat,,-6.914198,107.568323,40,P,Petani,S2,942084,4,sedang,p21,1,Inisiatif Polri,
LP/2021/0417/SBR,2021-07-14,2021-08-12,Pencurian Data,Data Pemerintah,Insider Threat,WhatsApp,Jawa Barat,,-6.920442,107.636815,62,P,Wiraswasta,SMP,119873133,30,kritis,dalam_penyelidikan,0,Patroli Siber,
LP/2021/0418/SBR,2021-01-22,2021-02-20,Pencurian Data,Data Pribadi,Insider Threat,TikTok,Jawa Timur,,-7.2673,112.770187,52,P,IRT,S2,182192153,10,kritis,baru,1,Inisiatif Polri,
LP/2021/0419/SBR,2021-07-15,2021-08-04,Konten Asusila,Sextortion,Pemerasan,Twitter/X,DKI Jakarta,,-6.189053,106.884367,58,L,Mahasiswa,S1,1720785,3,tinggi,baru,0,Aduan Konten Kominfo,
LP/2021/0420/SBR,2021-03-17,2021-04-03,Pencemaran Nama,Fitnah,Bot Spam,Marketplace,Sumatera Selatan,,-3.006829,104.770269,18,L,Profesional,S1,595439,1,rendah,baru,0,Kerjasama Antar Lembaga,
LP/2021/0421/SBR,2021-12-02,2021-12-28,Pencurian Data,Data Korporat,SQL Injection,WhatsApp,Jawa Tengah,,-6.941044,110.460834,45,L,Karyawan Swasta,TD,110120752,17,tinggi,dalam_penyelidikan,1,Kerjasama Antar Lembaga,
LP/2021/0422/SBR,2021-11-22,2021-12-09,Penyebaran Malware,Worm,USB Drop,SMS,Banten,,-6.102557,106.171735,50,P,Wiraswasta,S2,33385191,12,sedang,dalam_penyelidikan,1,Aduan BSSN,
LP/2021/0423/SBR,2021-07-27,2021-08-09,Pencurian Data,Data Pribadi,Credential Stuffing,Telegram,DKI Jakarta,,-6.214184,106.832529,50,L,Profesional,S3,31997525,6,sedang,selesai,0,Kerjasama Antar Lembaga,
LP/2021/0424/SBR,2021-08-24,2021-09-06,Pencurian Data,Data Korporat,Credential Stuffing,Facebook,Jawa Tengah,,-6.919897,110.418019,50,L,Mahasiswa,TD,53712774,10,tinggi,dalam_penyelidikan,0,Inisiatif Polri,
LP/2021/0425/SBR,2021-10-28,2021-11-10,Pencurian Data,Data Korporat,SQL Injection,Marketplace,Sulawesi Utara,,1.44013,124.829247,40,L,Buruh,SD,39618138,8,tinggi,selesai,1,Inisiatif Polri,
LP/2021/0426/SBR,2021-05-10,2021-05-16,Pencurian Data,Data Pribadi,Insider Threat,Instagram,Kalimantan Selatan,,-3.282357,114.582558,53,L,Buruh,S2,59144392,48,tinggi,selesai,0,Kerjasama Antar Lembaga,
LP/2021/0427/SBR,2021-03-17,2021-04-06,Hoaks/Disinformasi,Hoaks Kesehatan,Forward Massal,Website,DKI Jakarta,,-6.249869,106.858077,56,L,Mahasiswa,S3,483326,98,rendah,dalam_penyelidikan,1,Kerjasama Antar Lembaga,
LP/2021/0428/SBR,2021-11-03,2021-11-30,Peretasan Akun,Social Engineering,Social Engineering,Marketplace,Sumatera Selatan,,-2.976384,104.771091,22,L,Pensiunan,SD,6557109,3,sedang,dihentikan,0,Aduan Konten Kominfo,
LP/2021/0429/SBR,2021-11-18,2021-11-23,Akses Ilegal,Brute Force,Default Credentials,Instagram,DKI Jakarta,,-6.178108,106.856285,42,P,Buruh,SD,7546591,5,tinggi,dalam_penyelidikan,1,Laporan Masyarakat,
LP/2021/0430/SBR,2021-05-03,2021-05-06,Hoaks/Disinformasi,Hoaks Politik,Forward Massal,Email,Jawa Timur,,-7.23067,112.717523,43,P,Karyawan Swasta,S2,104158,70,rendah,baru,0,Aduan BSSN,
LP/2021/0431/SBR,2021-07-11,2021-07-19,Pencurian Data,Data Pribadi,Phishing,Twitter/X,Jawa Timur,,-7.256638,112.752542,24,L,IRT,TD,110801045,8,sedang,dalam_penyelidikan,1,Laporan Masyarakat,
LP/2021/0432/SBR,2021-01-09,2021-01-26,Pencurian Data,Data Pemerintah,Phishing,Email,Jawa Barat,,-6.907875,107.604398,57,P,PNS,S2,167349535,44,sedang,dalam_penyelidikan,1,Patroli Siber,
LP/2021/0433/SBR,2021-09-15,2021-09-16,Akses Ilegal,SQL Injection,SQL Injection,WhatsApp,Jawa Timur,,-7.301482,112.794281,34,P,Tidak Bekerja,S3,5134359,8,tinggi,dihentikan,0,Patroli Siber,
LP/2021/0434/SBR,2021-01-06,2021-01-29,Konten Asusila,Penyebaran Konten,Sextortion,Instagram,Jawa Tengah,,-6.93365,110.439207,34,P,Mahasiswa,S2,4480265,3,sedang,selesai,0,Kerjasama Antar Lembaga,
LP/2021/0435/SBR,2021-08-09,2021-08-16,Penipuan Online,Skema Ponzi,Telepon Penipuan,Website,Sumatera Selatan,,-3.039313,104.775885,58,P,Pensiunan,TD,44944658,6,sedang,baru,1,Patroli Siber,
LP/2021/0436/SBR,2021-12-16,2022-01-09,Pencurian Data,Data Pemerintah,SQL Injection,Marketplace,Kalimantan Timur,,0.460195,117.186808,59,L,Wiraswasta,S2,115439052,35,sedang,dihentikan,0,Inisiatif Polri,
LP/2021/0437/SBR,2021-12-01,2021-12-04,Pencurian Data,Data Korporat,SQL Injection,Telegram,DKI Jakarta,,-6.184486,106.871442,60,P,IRT,D3,134203081,24,kritis,baru,0,Aduan BSSN,
LP/2021/0438/SBR,2021-08-12,2021-08-13,Judi Online,Live Casino,Telegram,Telegram,Jawa Barat,,-6.963986,107.658226,57,L,Pelajar,TD,10420620,2,sedang,baru,1,Kerjasama Antar Lembaga,
LP/2021/0439/SBR,2021-10-06,2021-10-08,Akses Ilegal,Brute Force,Exploit Vulnerability,SMS,Sulawesi Selatan,,-5.112152,119.4708,63,P,Mahasiswa,SD,83942114,3,tinggi,dihentikan,0,Inisiatif Polri,
LP/2021/0440/SBR,2021-08-01,2021-08-31,Konten Asusila,Sextortion,Penyebaran Massal,Website,Sulawesi Selatan,,-5.154445,119.482211,34,L,Profesional,TD,3582895,3,tinggi,dalam_penyelidikan,0,Laporan Masyarakat,
LP/2021/0441/SBR,2021-05-14,2021-05-31,Peretasan Akun,Phishing,Social Engineering,Instagram,Jawa Barat,,-6.87669,107.640567,64,L,Petani,SMP,16061292,2,sedang,dihentikan,1,Aduan BSSN,
LP/2021/0442/SBR,2021-02-01,2021-02-16,Penipuan Online,Penipuan Pinjol Ilegal,Fake Marketplace,Telegram,Sumatera Utara,,3.555984,98.646036,38,P,IRT,D3,29487602,1,sedang,dihentikan,0,Inisiatif Polri,
LP/2021/0443/SBR,2021-08-19,2021-08-22,Pencurian Data,Data Korporat,Insider Threat,Instagram,DKI Jakarta,,-6.180535,106.8018,45,L,Pensiunan,S3,32960544,4,kritis,baru,0,Inisiatif Polri,
LP/2021/0444/SBR,2021-07-04,2021-07-23,Penipuan Online,Investasi Bodong,Modus Skema Ponzi,TikTok,Sumatera Barat,,-0.950679,100.410011,56,P,IRT,SD,28088991,4,tinggi,dalam_penyelidikan,1,Patroli Siber,
LP/2021/0445/SBR,2021-12-03,2021-12-21,Penipuan Online,Penipuan Pinjol Ilegal,Fake Marketplace,TikTok,DKI Jakarta,,-6.21066,106.857685,28,L,Karyawan Swasta,SD,13493251,3,sedang,baru,0,Inisiatif Polri,
LP/2021/0446/SBR,2021-05-19,2021-06-16,Pemerasan Siber,Sextortion Bisnis,DDoS Threat,Website,Sumatera Selatan,,-3.011794,104.803727,50,P,Tidak Bekerja,SMA,340524312,2,tinggi,baru,0,Inisiatif Polri,
LP/2021/0447/SBR,2021-04-07,2021-04-27,Hoaks/Disinformasi,Hoaks Kesehatan,Forward Massal,Telepon,Jawa Timur,,-7.259927,112.771284,46,P,IRT,S2,952631,26,sedang,p21,0,Patroli Siber,
LP/2021/0448/SBR,2021-01-16,2021-01-23,Penipuan Online,Skema Ponzi,Telepon Penipuan,Telegram,Lampung,,-5.476098,105.290159,38,P,Petani,D3,748106,4,sedang,dalam_penyelidikan,0,Laporan Masyarakat,
LP/2021/0449/SBR,2021-01-18,2021-01-21,Pencurian Data,Data Pemerintah,Insider Threat,WhatsApp,DKI Jakarta,,-6.161269,106.815512,35,L,Pelajar,SMA,48225739,19,tinggi,dalam_penyelidikan,0,Patroli Siber,
LP/2021/0450/SBR,2021-05-04,2021-05-04,Penipuan Online,Investasi Bodong,Fake Marketplace,Telegram,DKI Jakarta,,-6.228293,106.819615,40,P,Profesional,S3,45963059,3,sedang,selesai,1,Patroli Siber,
LP/2021/0451/SBR,2021-04-07,2021-04-24,Peretasan Akun,Social Engineering,Password Lemah,Telepon,DKI Jakarta,,-6.234345,106.80022,56,P,Profesional,S1,13690136,3,sedang,selesai,1,Laporan Masyarakat,
LP/2021/0452/SBR,2021-03-28,2021-04-13,Konten Asusila,Penyebaran Konten,Sextortion,Telepon,Jawa Barat,,-6.903211,107.576543,41,P,Tidak Bekerja,S2,4899636,2,sedang,dalam_penyelidikan,0,Aduan BSSN,
LP/2021/0453/SBR,2021-08-23,2021-09-22,Pencemaran Nama,Hate Speech,Manipulasi Foto,SMS,Banten,,-6.104826,106.12102,29,L,Mahasiswa,S3,1037654,2,rendah,baru,0,Aduan Konten Kominfo,
LP/2021/0454/SBR,2021-06-09,2021-06-26,Konten Asusila,Pornografi Anak,Sextortion,Marketplace,Kalimantan Selatan,,-3.334243,114.599196,46,P,IRT,S3,711009,1,tinggi,dalam_penyelidikan,0,Aduan BSSN,
LP/2021/0455/SBR,2021-07-01,2021-07-06,Judi Online,Slot Online,Web Ilegal,Instagram,Jawa Timur,,-7.278048,112.752276,51,P,Pelajar,D3,15820606,1,rendah,baru,1,Laporan Masyarakat,
LP/2021/0456/SBR,2021-11-11,2021-11-19,Akses Ilegal,Brute Force,Exploit Vulnerability,WhatsApp,Jawa Timur,,-7.230492,112.730285,39,P,Petani,S3,45629797,5,sedang,selesai,0,Laporan Masyarakat,
LP/2021/0457/SBR,2021-03-28,2021-04-09,Akses Ilegal,Brute Force,Default Credentials,Telegram,Jawa Tengah,,-6.965117,110.445297,65,L,Buruh,S2,35545068,4,tinggi,selesai,1,Patroli Siber,
LP/2021/0458/SBR,2021-07-07,2021-07-21,Pencurian Data,Data Pribadi,Phishing,Email,Kalimantan Selatan,,-3.275065,114.541768,59,P,IRT,D3,130788420,36,sedang,dalam_penyelidikan,0,Aduan Konten Kominfo,
LP/2021/0459/SBR,2021-05-11,2021-05-29,Judi Online,Slot Online,Aplikasi Pihak Ketiga,Website,Bali,,-8.402681,115.218815,55,P,Petani,S3,1779799,3,sedang,baru,0,Inisiatif Polri,
LP/2021/0460/SBR,2021-06-19,2021-07-19,Pencurian Data,Data Pribadi,Phishing,Instagram,Jawa Tengah,,-6.949211,110.384464,61,P,Karyawan Swasta,SMA,131208090,41,kritis,baru,0,Aduan Konten Kominfo,
LP/2021/0461/SBR,2021-11-17,2021-11-19,Penipuan Online,Investasi Bodong,Social Engineering,Website,Jawa Barat,,-6.878729,107.600886,27,TD,PNS,S3,31011963,1,sedang,dalam_penyelidikan,1,Patroli Siber,
LP/2021/0462/SBR,2021-07-27,2021-08-18,Penipuan Online,Penipuan Pinjol Ilegal,Telepon Penipuan,Telegram,Jawa Barat,,-6.914452,107.628284,34,L,PNS,TD,45113479,8,rendah,baru,0,Patroli Siber,
LP/2021/0463/SBR,2021-08-15,2021-08-29,Akses Ilegal,SQL Injection,Default Credentials,Website,Kalimantan Timur,,0.527132,117.174765,36,L,PNS,S3,82327229,1,tinggi,baru,0,Kerjasama Antar Lembaga,
LP/2021/0464/SBR,2021-11-06,2021-11-28,Pencurian Data,Data Pribadi,Phishing,Facebook,Jawa Timur,,-7.280122,112.764908,35,P,Wiraswasta,D3,162636499,7,tinggi,dihentikan,0,Inisiatif Polri,
LP/2021/0465/SBR,2021-02-17,2021-03-13,Penipuan Online,Penipuan Pinjol Ilegal,Social Engineering,Marketplace,Jawa Timur,,-7.303036,112.704772,57,P,Buruh,S3,22378371,7,sedang,dalam_penyelidikan,0,Patroli Siber,
LP/2021/0466/SBR,2021-02-23,2021-03-24,Pencurian Data,Data Korporat,Credential Stuffing,Twitter/X,DKI Jakarta,,-6.251976,106.850443,32,P,Buruh,SMA,46636224,21,tinggi,dalam_penyelidikan,1,Patroli Siber,
LP/2021/0467/SBR,2021-02-06,2021-02-15,Penipuan Online,Investasi Bodong,Fake Marketplace,Facebook,DKI Jakarta,,-6.214734,106.813394,62,L,Tidak Bekerja,D3,8831658,7,rendah,dalam_penyelidikan,1,Kerjasama Antar Lembaga,
LP/2021/0468/SBR,2021-12-22,2022-01-19,Judi Online,Sportsbook,Aplikasi Pihak Ketiga,SMS,Sulawesi Selatan,,-5.197233,119.459941,29,P,IRT,D3,4449170,2,sedang,baru,1,Laporan Masyarakat,
LP/2021/0469/SBR,2021-04-22,2021-05-13,Penyebaran Malware,Trojan,USB Drop,Facebook,Jawa Timur,,-7.235099,112.706501,49,L,IRT,S2,10478733,8,kritis,dalam_penyelidikan,1,Patroli Siber,
LP/2021/0470/SBR,2021-07-04,2021-07-11,Peretasan Akun,Phishing,Phishing,TikTok,Jawa Timur,,-7.242101,112.703298,30,L,Wiraswasta,S1,8173266,1,sedang,p21,0,Laporan Masyarakat,
LP/2021/0471/SBR,2021-10-16,2021-10-19,Peretasan Akun,Social Engineering,Sim Swap,Email,Jawa Timur,,-7.211597,112.762087,57,P,Tidak Bekerja,SMA,24908576,3,tinggi,dalam_penyelidikan,0,Kerjasama Antar Lembaga,
LP/2021/0472/SBR,2021-08-03,2021-08-13,Penipuan Online,Jual-Beli Fiktif,Telepon Penipuan,SMS,Sumatera Barat,,-0.926637,100.368529,18,P,Wiraswasta,S1,1684390,8,sedang,baru,0,Patroli Siber,
LP/2021/0473/SBR,2021-06-16,2021-06-25,Konten Asusila,Sextortion,Penyebaran Massal,Telegram,DKI Jakarta,,-6.166459,106.855408,45,P,IRT,SMA,1694597,1,sedang,dalam_penyelidikan,0,Laporan Masyarakat,
LP/2021/0474/SBR,2021-11-27,2021-12-06,Akses Ilegal,SQL Injection,Exploit Vulnerability,Telegram,Nusa Tenggara Barat,,-8.612718,116.072107,59,TD,Tidak Bekerja,D3,8180065,4,tinggi,p21,0,Aduan BSSN,
LP/2021/0475/SBR,2021-02-28,2021-03-15,Penipuan Online,Jual-Beli Fiktif,Social Engineering,Facebook,Sumatera Utara,,3.554376,98.681463,30,L,Wiraswasta,S3,5196608,4,rendah,p21,1,Kerjasama Antar Lembaga,
LP/2021/0476/SBR,2021-10-08,2021-10-17,Penipuan Online,Jual-Beli Fiktif,Fake Marketplace,Twitter/X,Jawa Timur,,-7.299498,112.799356,42,L,Buruh,TD,19649708,8,tinggi,dalam_penyelidikan,0,Aduan Konten Kominfo,
LP/2021/0477/SBR,2021-08-01,2021-08-25,Judi Online,Sportsbook,Telegram,Marketplace,Riau,,0.47238,101.470465,33,L,Pelajar,TD,13798308,2,sedang,dalam_penyelidikan,0,Aduan Konten Kominfo,
LP/2021/0478/SBR,2021-08-07,2021-08-11,Penipuan Online,Penipuan Pinjol Ilegal,Modus Skema Ponzi,TikTok,DKI Jakarta,,-6.166231,106.889628,64,L,Buruh,S1,13225573,1,rendah,p21,0,Aduan Konten Kominfo,
LP/2021/0479/SBR,2021-02-13,2021-03-14,Peretasan Akun,Sim Swap,Social Engineering,Website,Papua,,-2.532739,140.716962,61,L,Karyawan Swasta,S3,19978675,1,sedang,dihentikan,0,Patroli Siber,
LP/2021/0480/SBR,2021-06-21,2021-07-13,Akses Ilegal,Brute Force,Exploit Vulnerability,SMS,Kalimantan Selatan,,-3.323853,114.608907,33,L,Pensiunan,SMA,95788307,1,tinggi,baru,0,Kerjasama Antar Lembaga,
LP/2021/0481/SBR,2021-12-19,2022-01-16,Pencemaran Nama,Doxing,Bot Spam,Email,Jawa Timur,,-7.238316,112.752165,51,P,Petani,S1,168502,1,sedang,p21,0,Kerjasama Antar Lembaga,
LP/2021/0482/SBR,2021-10-25,2021-11-19,Hoaks/Disinformasi,Hoaks Politik,Manipulasi Foto,TikTok,DKI Jakarta,,-6.188899,106.796242,27,P,Karyawan Swasta,SMP,361122,19,rendah,baru,0,Inisiatif Polri,
LP/2021/0483/SBR,2021-07-06,2021-07-11,Pencurian Data,Data Pribadi,Credential Stuffing,Facebook,Jawa Barat,,-6.914439,107.570824,53,P,PNS,D3,110569717,12,tinggi,baru,1,Patroli Siber,
LP/2021/0484/SBR,2021-07-15,2021-08-04,Penipuan Online,Jual-Beli Fiktif,Phishing,Email,Kalimantan Timur,,0.465671,117.116068,21,L,Pensiunan,D3,42404214,2,tinggi,dalam_penyelidikan,0,Laporan Masyarakat,
LP/2021/0485/SBR,2021-01-22,2021-02-09,Penipuan Online,Investasi Bodong,Modus Skema Ponzi,SMS,Jawa Barat,,-6.912693,107.656006,34,P,Buruh,S2,3309133,2,rendah,p21,1,Kerjasama Antar Lembaga,
LP/2021/0486/SBR,2021-04-12,2021-05-03,Peretasan Akun,Sim Swap,Social Engineering,Instagram,Papua,,-2.583392,140.755154,42,P,PNS,SD,14370479,2,sedang,p21,0,Aduan BSSN,
LP/2021/0487/SBR,2021-04-12,2021-04-26,Pemerasan Siber,Ransomware,Ransomware,Telepon,Sumatera Selatan,,-2.945145,104.787962,18,P,Karyawan Swasta,S2,381975036,4,tinggi,p21,1,Aduan Konten Kominfo,
LP/2021/0488/SBR,2021-02-12,2021-02-25,Pencurian Data,Data Pribadi,Credential Stuffing,Email,Sumatera Utara,,3.605917,98.693394,50,P,Profesional,SD,137808002,43,kritis,baru,0,Aduan BSSN,
LP/2021/0489/SBR,2021-08-06,2021-09-03,Hoaks/Disinformasi,SARA,Forward Massal,Telegram,Papua,,-2.562536,140.743425,59,P,Wiraswasta,S3,467965,15,rendah,dihentikan,1,Aduan BSSN,
LP/2021/0490/SBR,2021-04-24,2021-05-02,Peretasan Akun,Social Engineering,Phishing,Telepon,Daerah Istimewa Yogyakarta,,-7.833624,110.372254,63,P,IRT,D3,23344992,2,tinggi,dihentikan,0,Inisiatif Polri,
LP/2021/0491/SBR,2021-12-24,2022-01-16,Penipuan Online,Skema Ponzi,Social Engineering,Telegram,Jawa Timur,,-7.281591,112.731198,24,L,Pensiunan,D3,49155811,7,sedang,p21,1,Aduan BSSN,
LP/2021/0492/SBR,2021-07-19,2021-08-11,Penipuan Online,Jual-Beli Fiktif,Modus Skema Ponzi,TikTok,Jawa Barat,,-6.932736,107.596302,60,P,PNS,D3,612641,5,rendah,baru,1,Aduan Konten Kominfo,
LP/2021/0493/SBR,2021-05-27,2021-06-03,Penipuan Online,Penipuan Pinjol Ilegal,Social Engineering,Telepon,Riau,,0.542013,101.480575,19,P,Pelajar,SMP,34043202,8,rendah,dalam_penyelidikan,0,Inisiatif Polri,
LP/2021/0494/SBR,2021-08-10,2021-09-01,Akses Ilegal,SQL Injection,SQL Injection,Telegram,Riau,,0.541907,101.491243,31,P,Karyawan Swasta,SMA,55560976,1,tinggi,selesai,0,Aduan BSSN,
LP/2021/0495/SBR,2021-03-01,2021-03-18,Penyebaran Malware,Spyware,Software Bajakan,TikTok,Sulawesi Selatan,,-5.158594,119.435484,35,L,Mahasiswa,S3,54651678,11,tinggi,baru,1,Inisiatif Polri,
LP/2021/0496/SBR,2021-12-10,2021-12-24,Hoaks/Disinformasi,Hoaks Kesehatan,Manipulasi Foto,Twitter/X,DKI Jakarta,,-6.229692,106.810082,30,P,Mahasiswa,SD,686433,21,rendah,dalam_penyelidikan,0,Laporan Masyarakat,
LP/2021/0497/SBR,2021-03-13,2021-04-12,Pencemaran Nama,Doxing,Bot Spam,Twitter/X,Nusa Tenggara Barat,,-8.615337,116.071947,49,P,Pensiunan,S3,895716,1,sedang,dihentikan,0,Aduan Konten Kominfo,
LP/2021/0498/SBR,2021-07-16,2021-07-25,Penipuan Online,Skema Ponzi,Phishing,Twitter/X,DKI Jakarta,,-6.17231,106.860631,34,P,Buruh,S2,46669831,3,sedang,baru,1,Laporan Masyarakat,
LP/2021/0499/SBR,2021-09-08,2021-09-08,Akses Ilegal,XSS,Exploit Vulnerability,Instagram,Sulawesi Selatan,,-5.118266,119.40081,47,TD,Petani,S1,83765739,10,tinggi,dalam_penyelidikan,1,Laporan Masyarakat,
LP/2021/0500/SBR,2021-09-06,2021-09-18,Pencemaran Nama,Fitnah,Manipulasi Foto,Twitter/X,Lampung,,-5.493607,105.300414,51,P,Tidak Bekerja,SMP,1704707,1,rendah,selesai,1,Kerjasama Antar Lembaga,
LP/2021/0501/SBR,2021-10-23,2021-10-28,Peretasan Akun,Sim Swap,Phishing,WhatsApp,Jawa Barat,,-6.951818,107.580423,27,L,Pelajar,SD,1178643,3,sedang,baru,1,Aduan BSSN,
LP/2021/0502/SBR,2021-07-22,2021-07-22,Pencurian Data,Data Pemerintah,Insider Threat,Telepon,Banten,,-6.11639,106.114286,48,P,Profesional,S2,76662479,20,sedang,p21,0,Kerjasama Antar Lembaga,
LP/2021/0503/SBR,2021-04-02,2021-04-08,Penipuan Online,Jual-Beli Fiktif,Social Engineering,SMS,Riau,,0.512307,101.456978,34,L,Pensiunan,S3,10007133,5,tinggi,baru,1,Aduan Konten Kominfo,
LP/2021/0504/SBR,2021-08-03,2021-09-02,Konten Asusila,Sextortion,Penyebaran Massal,Marketplace,DKI Jakarta,,-6.238424,106.858557,34,TD,Tidak Bekerja,D3,2132211,3,sedang,p21,0,Kerjasama Antar Lembaga,
LP/2021/0505/SBR,2021-07-27,2021-07-31,Hoaks/Disinformasi,SARA,Forward Massal,Instagram,Sumatera Utara,,3.572213,98.675347,60,P,Wiraswasta,S2,331727,56,rendah,p21,0,Aduan BSSN,
LP/2021/0506/SBR,2021-04-09,2021-04-09,Judi Online,Slot Online,Web Ilegal,Instagram,DKI Jakarta,,-6.180527,106.80795,50,P,Pelajar,TD,4286551,2,sedang,baru,1,Inisiatif Polri,
LP/2021/0507/SBR,2021-10-04,2021-11-01,Hoaks/Disinformasi,Hoaks Kesehatan,Forward Massal,Website,Banten,,-6.089192,106.168081,51,P,Petani,TD,50293,22,rendah,dalam_penyelidikan,1,Kerjasama Antar Lembaga,
LP/2021/0508/SBR,2021-03-05,2021-03-17,Akses Ilegal,SQL Injection,SQL Injection,Telepon,DKI Jakarta,,-6.19793,106.866279,28,L,IRT,TD,81176717,5,sedang,dalam_penyelidikan,1,Aduan Konten Kominfo,
LP/2021/0509/SBR,2021-04-10,2021-04-30,Akses Ilegal,SQL Injection,Brute Force,Telepon,Bali,,-8.451553,115.211895,22,L,Karyawan Swasta,SMP,16669195,5,sedang,p21,0,Aduan Konten Kominfo,
LP/2021/0510/SBR,2021-07-22,2021-08-07,Judi Online,Live Casino,Telegram,Telepon,DKI Jakarta,,-6.169992,106.865388,42,L,Mahasiswa,SD,25521490,1,rendah,p21,0,Kerjasama Antar Lembaga,
LP/2021/0511/SBR,2021-11-27,2021-12-25,Penipuan Online,Jual-Beli Fiktif,Telepon Penipuan,Telegram,Papua,,-2.566219,140.704805,25,P,Karyawan Swasta,S3,35940957,1,sedang,dalam_penyelidikan,1,Laporan Masyarakat,
LP/2021/0512/SBR,2021-09-28,2021-10-22,Penipuan Online,Penipuan Pinjol Ilegal,Fake Marketplace,Telegram,Sulawesi Selatan,,-5.197477,119.445818,42,L,Pelajar,SD,8409813,5,rendah,dihentikan,0,Aduan Konten Kominfo,
LP/2021/0513/SBR,2021-08-11,2021-08-20,Penipuan Online,Jual-Beli Fiktif,Modus Skema Ponzi,Website,DKI Jakarta,,-6.257914,106.83868,29,L,Profesional,SMA,24249340,2,rendah,dalam_penyelidikan,0,Laporan Masyarakat,
LP/2021/0514/SBR,2021-04-16,2021-04-28,Penipuan Online,Jual-Beli Fiktif,Telepon Penipuan,Email,Sulawesi Selatan,,-5.186831,119.426557,45,L,IRT,S3,25619483,5,sedang,baru,0,Kerjasama Antar Lembaga,
LP/2021/0515/SBR,2021-01-05,2021-01-17,Penipuan Online,Jual-Beli Fiktif,Social Engineering,Twitter/X,Jawa Barat,,-6.86873,107.658093,24,L,Profesional,TD,28756574,6,tinggi,selesai,0,Aduan BSSN,
LP/2021/0516/SBR,2021-07-17,2021-08-09,Judi Online,Slot Online,Aplikasi Pihak Ketiga,Facebook,Daerah Istimewa Yogyakarta,,-7.831646,110.3688,60,L,Tidak Bekerja,S2,25893804,2,rendah,dalam_penyelidikan,0,Laporan Masyarakat,
LP/2021/0517/SBR,2021-08-03,2021-08-27,Pencurian Data,Data Pemerintah,Phishing,Telegram,Jawa Barat,,-6.936586,107.571302,33,TD,Mahasiswa,S3,125145909,16,tinggi,baru,0,Laporan Masyarakat,
LP/2021/0518/SBR,2021-03-07,2021-04-03,Pencemaran Nama,Doxing,Bot Spam,WhatsApp,Jawa Tengah,,-6.989314,110.385918,26,L,Pensiunan,D3,1239828,1,rendah,baru,1,Aduan Konten Kominfo,
LP/2021/0519/SBR,2021-04-08,2021-04-18,Akses Ilegal,XSS,Brute Force,Email,Bali,,-8.448495,115.175258,39,P,Mahasiswa,S2,62186933,8,sedang,selesai,1,Laporan Masyarakat,
LP/2021/0520/SBR,2021-04-10,2021-04-25,Penipuan Online,Penipuan Pinjol Ilegal,Modus Skema Ponzi,Website,Sumatera Selatan,,-3.007472,104.717853,59,L,Profesional,SMA,19301175,2,sedang,dalam_penyelidikan,0,Aduan BSSN,
LP/2021/0521/SBR,2021-10-12,2021-10-19,Judi Online,Sportsbook,Aplikasi Pihak Ketiga,Instagram,Sumatera Utara,,3.558249,98.696459,24,L,Tidak Bekerja,D3,22818713,2,rendah,baru,0,Laporan Masyarakat,
LP/2021/0522/SBR,2021-06-10,2021-07-03,Penipuan Online,Jual-Beli Fiktif,Phishing,Facebook,Banten,,-6.150629,106.15535,33,P,Profesional,S2,32322923,4,sedang,selesai,0,Kerjasama Antar Lembaga,
LP/2021/0523/SBR,2021-08-14,2021-08-30,Penipuan Online,Penipuan Pinjol Ilegal,Social Engineering,Email,Jawa Tengah,,-7.012155,110.423317,61,L,Petani,TD,34314104,1,rendah,p21,0,Laporan Masyarakat,
